dataset,video_id,roi_a,roi_b,mode,gt_hr_bpm,global_lag_ms_precalc,global_r_precalc,global_lag_ms_refined,global_r_refined,n_windows,median_residual_lag_ms,iqr_residual_lag_ms,median_abs_residual_lag_ms,mean_abs_residual_lag_ms,mode_abs_residual_lag_ms,rms_residual_lag_ms,median_r,pct_windows_|lag|<=1frame,pct_windows_|lag|>1frame,pct_windows_|lag|>2frames,pct_windows_r>=0.8
DATASET_1,11-gt,left_cheek,chin,filtered,77.70466840312562,0.0,0.81783276999957,0.0,0.81783276999957,71,0.0,33.333333333333336,0.0,12.206572769953052,2.0833333333333335,20.17140944501487,0.902293750581023,100.0,0.0,0.0,81.69014084507043
DATASET_1,11-gt,left_cheek,chin,unfiltered,77.70466840312562,0.0,0.7387395666976908,0.0,0.7387395666976908,72,0.0,0.0,0.0,9.722222222222221,2.0833333333333335,18.00205749557739,0.8335580407122223,100.0,0.0,0.0,62.5
DATASET_1,11-gt,left_cheek,right_cheek,filtered,77.70466840312562,0.0,0.8500115473930503,0.0,0.8500115473930503,71,0.0,33.333333333333336,33.333333333333336,19.248826291079812,37.5,25.940825884584612,0.9007554523395063,98.59154929577466,1.4084507042253522,0.0,98.59154929577466
DATASET_1,11-gt,left_cheek,right_cheek,unfiltered,77.70466840312562,0.0,0.7259547779767601,0.0,0.7259547779767601,72,0.0,33.333333333333336,16.666666666666668,18.055555555555557,4.166666666666667,26.352313834736496,0.7820970755227672,95.83333333333334,4.166666666666666,0.0,37.5
DATASET_1,11-gt,right_cheek,chin,filtered,77.70466840312562,0.0,0.8572295620826256,0.0,0.8572295620826256,71,0.0,33.333333333333336,0.0,10.328638497652582,2.0833333333333335,18.554997976872777,0.8983254106865566,100.0,0.0,0.0,80.28169014084507
DATASET_1,11-gt,right_cheek,chin,unfiltered,77.70466840312562,0.0,0.742233374816984,0.0,0.742233374816984,78,0.0,25.0,0.0,11.965811965811966,4.166666666666667,21.350420507344953,0.7609573502856699,97.43589743589743,2.564102564102564,0.0,35.8974358974359
DATASET_1,12-gt,forehead,chin,filtered,94.57115347583286,33.333333333333336,0.8034831741643212,33.333333333333336,0.8034831741643212,87,33.333333333333336,33.333333333333336,33.333333333333336,48.27586206896553,37.5,51.78795552215545,0.9091150751003382,51.724137931034484,48.275862068965516,0.0,71.26436781609196
DATASET_1,12-gt,forehead,chin,unfiltered,94.57115347583286,33.333333333333336,0.7158714738339609,33.333333333333336,0.7158714738339609,87,33.333333333333336,33.333333333333336,33.333333333333336,46.36015325670498,31.25,50.15938835454607,0.8553160649492465,60.91954022988506,39.08045977011494,2.2988505747126435,62.06896551724138
DATASET_1,12-gt,forehead,left_cheek,filtered,94.57115347583286,33.333333333333336,0.8565703824351418,33.333333333333336,0.8565703824351418,87,66.66666666666667,0.0,66.66666666666667,63.21839080459773,68.75,66.95340634119862,0.8842783028976381,22.988505747126435,77.01149425287356,14.942528735632186,85.0574712643678
DATASET_1,12-gt,forehead,left_cheek,unfiltered,94.57115347583286,33.333333333333336,0.8310988159289299,33.333333333333336,0.8310988159289299,87,66.66666666666667,0.0,66.66666666666667,62.83524904214562,68.75,65.70183044350496,0.8282193611476277,20.689655172413794,79.3103448275862,10.344827586206897,68.96551724137932
DATASET_1,12-gt,forehead,right_cheek,filtered,94.57115347583286,33.333333333333336,0.9222600261120489,33.333333333333336,0.9222600261120489,87,66.66666666666667,33.333333333333336,66.66666666666667,54.789272030651325,64.58333333333334,57.06754752784557,0.9453299794986129,35.63218390804598,64.36781609195403,0.0,100.0
DATASET_1,12-gt,forehead,right_cheek,unfiltered,94.57115347583286,33.333333333333336,0.8524797691709859,33.333333333333336,0.8524797691709859,87,66.66666666666667,33.333333333333336,66.66666666666667,53.639846743295,64.58333333333334,56.051426851662576,0.913339607507532,39.08045977011494,60.91954022988506,0.0,88.50574712643679
DATASET_1,12-gt,left_cheek,chin,filtered,94.57115347583286,-33.333333333333336,0.7160641305255332,-33.333333333333336,0.7160641305255332,86,-33.333333333333336,33.333333333333336,33.333333333333336,47.28682170542636,62.5,51.33866880557659,0.8675231532791817,52.32558139534884,47.674418604651166,0.0,69.76744186046511
DATASET_1,12-gt,left_cheek,right_cheek,filtered,94.57115347583286,0.0,0.771197527789872,0.0,0.771197527789872,86,0.0,0.0,0.0,8.527131782945737,2.0833333333333335,16.85935129529577,0.8934125906275348,100.0,0.0,0.0,81.3953488372093
DATASET_1,12-gt,right_cheek,chin,filtered,94.57115347583286,0.0,0.8291381779761129,0.0,0.8291381779761129,87,0.0,33.333333333333336,0.0,9.96168582375479,4.166666666666667,18.910287631039182,0.9442478090271337,98.85057471264368,1.1494252873563218,0.0,72.41379310344827
DATASET_1,12-gt,right_cheek,chin,unfiltered,94.57115347583286,0.0,0.7465980970472643,0.0,0.7465980970472643,87,0.0,0.0,0.0,9.96168582375479,4.166666666666667,21.4422506967559,0.8978221530214565,94.25287356321839,5.747126436781609,0.0,65.51724137931035
DATASET_1,5-gt,forehead,chin,filtered,77.31705916140149,33.333333333333336,0.9059203427251818,33.333333333333336,0.9059203427251818,72,66.66666666666667,33.33333333333333,66.66666666666667,78.24074074074073,70.83333333333334,80.02700161604407,0.9255268038634106,0.0,100.0,33.33333333333333,100.0
DATASET_1,5-gt,forehead,chin,unfiltered,77.31705916140149,33.333333333333336,0.8442291021675727,33.333333333333336,0.8442291021675727,72,66.66666666666667,33.33333333333333,66.66666666666667,76.85185185185185,70.83333333333334,78.56742013183862,0.859591108011762,0.0,100.0,29.166666666666668,83.33333333333334
DATASET_1,5-gt,forehead,left_cheek,filtered,77.31705916140149,0.0,0.8162509307361432,0.0,0.8162509307361432,72,0.0,33.333333333333336,0.0,15.277777777777779,2.0833333333333335,22.566773346211004,0.8240413702382703,100.0,0.0,0.0,59.72222222222222
